market_slug,title,status,side_label,token_id,slot_start_utc,slot_end_utc,timestamp_ms,timestamp_utc,indexed_at_ms,indexed_at_utc,hash,asset_id,market,min_order_size,tick_size,neg_risk,bid_1_price,bid_1_size,bid_2_price,bid_2_size,bid_3_price,bid_3_size,bid_4_price,bid_4_size,bid_5_price,bid_5_size,ask_1_price,ask_1_size,ask_2_price,ask_2_size,ask_3_price,ask_3_size,ask_4_price,ask_4_size,ask_5_price,ask_5_size,btc_price,btc_price_timestamp,btc_price_timestamp_utc,btc_price_match
btc-updown-15m-1773893700,"Bitcoin Up or Down - March 19, 12:15AM-12:30AM ET",closed,Up,82425333140374386051163934222912220687249515752462052305102169875954996016738,2026-03-19T04:15:00+00:00,2026-03-19T04:30:00+00:00,1773893711464,2026-03-19T04:15:11.464000+00:00,1773893711529,2026-03-19T04:15:11.529000+00:00,aa8728bb2f290c6b98009c4a72668ac8bab50f78,82425333140374386051163934222912220687249515752462052305102169875954996016738,0xe7b3ecf54b7a97666a89ac0e00f1378c9c2892ee18a575867a4ccce1c429bb14,0,0.01,False,0.58,1169.13,0.57,657.27,0.56,1123.06,0.55,1880.78,0.54,2689.92,0.59,82.47,0.6,184.39,0.61,196.46,0.62,264.26,0.63,842,70878.93148956595,1773893711000,2026-03-19T04:15:11+00:00,prev_or_exact
btc-updown-15m-1773893700,"Bitcoin Up or Down - March 19, 12:15AM-12:30AM ET",closed,Up,82425333140374386051163934222912220687249515752462052305102169875954996016738,2026-03-19T04:15:00+00:00,2026-03-19T04:30:00+00:00,1773893711471,2026-03-19T04:15:11.471000+00:00,1773893711530,2026-03-19T04:15:11.530000+00:00,289c1939ace7ca447f6ccadd8fd9908b8efe54a5,82425333140374386051163934222912220687249515752462052305102169875954996016738,0xe7b3ecf54b7a97666a89ac0e00f1378c9c2892ee18a575867a4ccce1c429bb14,0,0.01,False,0.58,1169.13,0.57,657.27,0.56,1128.06,0.55,1880.78,0.54,2689.92,0.59,72.47,0.6,184.39,0.61,196.46,0.62,264.26,0.63,842,70878.93148956595,1773893711000,2026-03-19T04:15:11+00:00,prev_or_exact
btc-updown-15m-1773893700,"Bitcoin Up or Down - March 19, 12:15AM-12:30AM ET",closed,Up,82425333140374386051163934222912220687249515752462052305102169875954996016738,2026-03-19T04:15:00+00:00,2026-03-19T04:30:00+00:00,1773893711525,2026-03-19T04:15:11.525000+00:00,1773893711699,2026-03-19T04:15:11.699000+00:00,0b73bdc5c16dfca57f35ae4f05336710e44a31b6,82425333140374386051163934222912220687249515752462052305102169875954996016738,0xe7b3ecf54b7a97666a89ac0e00f1378c9c2892ee18a575867a4ccce1c429bb14,0,0.01,False,0.58,388.96,0.57,657.27,0.56,969.06,0.55,1880.78,0.54,2689.92,0.59,46.48,0.6,184.39,0.61,196.46,0.62,264.26,0.63,842,70878.93148956595,1773893711000,2026-03-19T04:15:11+00:00,prev_or_exact
btc-updown-15m-1773893700,"Bitcoin Up or Down - March 19, 12:15AM-12:30AM ET",closed,Up,82425333140374386051163934222912220687249515752462052305102169875954996016738,2026-03-19T04:15:00+00:00,2026-03-19T04:30:00+00:00,1773893712330,2026-03-19T04:15:12.330000+00:00,1773893712519,2026-03-19T04:15:12.519000+00:00,0b0b89f25387681c9ec67da37bc214da0eb1523d,82425333140374386051163934222912220687249515752462052305102169875954996016738,0xe7b3ecf54b7a97666a89ac0e00f1378c9c2892ee18a575867a4ccce1c429bb14,0,0.01,False,0.58,345,0.57,700.27,0.56,938.12,0.55,2372.78,0.54,2629.92,0.59,44.48,0.6,196.39,0.61,196.46,0.62,264.26,0.63,352,70880.8085723186,1773893712000,2026-03-19T04:15:12+00:00,prev_or_exact
btc-updown-15m-1773893700,"Bitcoin Up or Down - March 19, 12:15AM-12:30AM ET",closed,Up,82425333140374386051163934222912220687249515752462052305102169875954996016738,2026-03-19T04:15:00+00:00,2026-03-19T04:30:00+00:00,1773893712463,2026-03-19T04:15:12.463000+00:00,1773893712520,2026-03-19T04:15:12.520000+00:00,d42398a06be3d347b4957c92e3d773ecaaffbb2a,82425333140374386051163934222912220687249515752462052305102169875954996016738,0xe7b3ecf54b7a97666a89ac0e00f1378c9c2892ee18a575867a4ccce1c429bb14,0,0.01,False,0.58,956.49,0.57,654.77,0.56,901.06,0.55,2360.78,0.54,2694.92,0.59,51,0.6,184.39,0.61,160.46,0.62,312.26,0.63,146,70880.8085723186,1773893712000,2026-03-19T04:15:12+00:00,prev_or_exact
btc-updown-15m-1773893700,"Bitcoin Up or Down - March 19, 12:15AM-12:30AM ET",closed,Up,82425333140374386051163934222912220687249515752462052305102169875954996016738,2026-03-19T04:15:00+00:00,2026-03-19T04:30:00+00:00,1773893712586,2026-03-19T04:15:12.586000+00:00,1773893712749,2026-03-19T04:15:12.749000+00:00,cf233cb353a7f1ae7b0f4638bd1ff1f98cc0e3bd,82425333140374386051163934222912220687249515752462052305102169875954996016738,0xe7b3ecf54b7a97666a89ac0e00f1378c9c2892ee18a575867a4ccce1c429bb14,0,0.01,False,0.58,1050.05,0.57,760.77,0.56,1057.06,0.55,2360.78,0.54,2694.92,0.59,7,0.6,184.39,0.61,160.46,0.62,312.26,0.63,146,70880.8085723186,1773893712000,2026-03-19T04:15:12+00:00,prev_or_exact
btc-updown-15m-1773893700,"Bitcoin Up or Down - March 19, 12:15AM-12:30AM ET",closed,Up,82425333140374386051163934222912220687249515752462052305102169875954996016738,2026-03-19T04:15:00+00:00,2026-03-19T04:30:00+00:00,1773893712624,2026-03-19T04:15:12.624000+00:00,1773893712749,2026-03-19T04:15:12.749000+00:00,7938680a4674a3b0547fc3d8ccfb89596b32da87,82425333140374386051163934222912220687249515752462052305102169875954996016738,0xe7b3ecf54b7a97666a89ac0e00f1378c9c2892ee18a575867a4ccce1c429bb14,0,0.01,False,0.58,1114.96,0.57,760.77,0.56,1057.06,0.55,2360.78,0.54,2694.92,0.6,184.39,0.61,160.46,0.62,312.26,0.63,146,0.64,804.02,70880.8085723186,1773893712000,2026-03-19T04:15:12+00:00,prev_or_exact
btc-updown-15m-1773893700,"Bitcoin Up or Down - March 19, 12:15AM-12:30AM ET",closed,Up,82425333140374386051163934222912220687249515752462052305102169875954996016738,2026-03-19T04:15:00+00:00,2026-03-19T04:30:00+00:00,1773893712722,2026-03-19T04:15:12.722000+00:00,1773893712872,2026-03-19T04:15:12.872000+00:00,0038d5f92c34f1d2632459619769ee6e16925694,82425333140374386051163934222912220687249515752462052305102169875954996016738,0xe7b3ecf54b7a97666a89ac0e00f1378c9c2892ee18a575867a4ccce1c429bb14,0,0.01,False,0.59,1272.61,0.58,966,0.57,763.27,0.56,1057.06,0.55,2345.78,0.6,38.39,0.61,160.46,0.62,168.26,0.63,116,0.64,704.02,70880.8085723186,1773893712000,2026-03-19T04:15:12+00:00,prev_or_exact
btc-updown-15m-1773893700,"Bitcoin Up or Down - March 19, 12:15AM-12:30AM ET",closed,Up,82425333140374386051163934222912220687249515752462052305102169875954996016738,2026-03-19T04:15:00+00:00,2026-03-19T04:30:00+00:00,1773893712762,2026-03-19T04:15:12.762000+00:00,1773893712873,2026-03-19T04:15:12.873000+00:00,511dd81a2c7b2fb11840ecbaff9d9d3335e5b81a,82425333140374386051163934222912220687249515752462052305102169875954996016738,0xe7b3ecf54b7a97666a89ac0e00f1378c9c2892ee18a575867a4ccce1c429bb14,0,0.01,False,0.59,1400.81,0.58,971,0.57,740.77,0.56,1052.06,0.55,2375.78,0.6,13.39,0.61,350.46,0.62,168.26,0.63,106,0.64,724.02,70880.8085723186,1773893712000,2026-03-19T04:15:12+00:00,prev_or_exact
btc-updown-15m-1773893700,"Bitcoin Up or Down - March 19, 12:15AM-12:30AM ET",closed,Up,82425333140374386051163934222912220687249515752462052305102169875954996016738,2026-03-19T04:15:00+00:00,2026-03-19T04:30:00+00:00,1773893713010,2026-03-19T04:15:13.010000+00:00,1773893713081,2026-03-19T04:15:13.081000+00:00,3d034585b7e7172aaed4bdc774346e813424a05c,82425333140374386051163934222912220687249515752462052305102169875954996016738,0xe7b3ecf54b7a97666a89ac0e00f1378c9c2892ee18a575867a4ccce1c429bb14,0,0.01,False,0.59,654.26,0.58,960.5,0.57,783.77,0.56,1042.06,0.55,2413.78,0.6,29.3,0.61,167.46,0.62,347.26,0.63,288,0.64,1424.02,70881.33112,1773893713000,2026-03-19T04:15:13+00:00,prev_or_exact
