market_slug,title,status,side_label,token_id,slot_start_utc,slot_end_utc,timestamp_ms,timestamp_utc,indexed_at_ms,indexed_at_utc,hash,asset_id,market,min_order_size,tick_size,neg_risk,bid_1_price,bid_1_size,bid_2_price,bid_2_size,bid_3_price,bid_3_size,bid_4_price,bid_4_size,bid_5_price,bid_5_size,ask_1_price,ask_1_size,ask_2_price,ask_2_size,ask_3_price,ask_3_size,ask_4_price,ask_4_size,ask_5_price,ask_5_size,btc_price,btc_price_timestamp,btc_price_timestamp_utc,btc_price_match
btc-updown-15m-1773893700,"Bitcoin Up or Down - March 19, 12:15AM-12:30AM ET",closed,Down,9339552982195684331943855289129889906516213803809036174854330054930796790517,2026-03-19T04:15:00+00:00,2026-03-19T04:30:00+00:00,1773893711464,2026-03-19T04:15:11.464000+00:00,1773893711530,2026-03-19T04:15:11.530000+00:00,1be45e663b2eb2582881d3e6c793f14fec2f3faa,9339552982195684331943855289129889906516213803809036174854330054930796790517,0xe7b3ecf54b7a97666a89ac0e00f1378c9c2892ee18a575867a4ccce1c429bb14,0,0.01,False,0.41,82.47,0.4,184.39,0.39,196.46,0.38,264.26,0.37,842,0.42,1169.13,0.43,657.27,0.44,1123.06,0.45,1880.78,0.46,2689.92,70878.93148956595,1773893711000,2026-03-19T04:15:11+00:00,prev_or_exact
btc-updown-15m-1773893700,"Bitcoin Up or Down - March 19, 12:15AM-12:30AM ET",closed,Down,9339552982195684331943855289129889906516213803809036174854330054930796790517,2026-03-19T04:15:00+00:00,2026-03-19T04:30:00+00:00,1773893711471,2026-03-19T04:15:11.471000+00:00,1773893711530,2026-03-19T04:15:11.530000+00:00,06ac1eef53f6cea966eeda697054461925486798,9339552982195684331943855289129889906516213803809036174854330054930796790517,0xe7b3ecf54b7a97666a89ac0e00f1378c9c2892ee18a575867a4ccce1c429bb14,0,0.01,False,0.41,72.47,0.4,184.39,0.39,196.46,0.38,264.26,0.37,842,0.42,1169.13,0.43,657.27,0.44,1128.06,0.45,1880.78,0.46,2689.92,70878.93148956595,1773893711000,2026-03-19T04:15:11+00:00,prev_or_exact
btc-updown-15m-1773893700,"Bitcoin Up or Down - March 19, 12:15AM-12:30AM ET",closed,Down,9339552982195684331943855289129889906516213803809036174854330054930796790517,2026-03-19T04:15:00+00:00,2026-03-19T04:30:00+00:00,1773893711525,2026-03-19T04:15:11.525000+00:00,1773893711700,2026-03-19T04:15:11.700000+00:00,ce351828c1e4f9df2f5b7e6c986a500a5aec6b55,9339552982195684331943855289129889906516213803809036174854330054930796790517,0xe7b3ecf54b7a97666a89ac0e00f1378c9c2892ee18a575867a4ccce1c429bb14,0,0.01,False,0.41,46.48,0.4,184.39,0.39,196.46,0.38,264.26,0.37,842,0.42,388.96,0.43,657.27,0.44,969.06,0.45,1880.78,0.46,2689.92,70878.93148956595,1773893711000,2026-03-19T04:15:11+00:00,prev_or_exact
btc-updown-15m-1773893700,"Bitcoin Up or Down - March 19, 12:15AM-12:30AM ET",closed,Down,9339552982195684331943855289129889906516213803809036174854330054930796790517,2026-03-19T04:15:00+00:00,2026-03-19T04:30:00+00:00,1773893712330,2026-03-19T04:15:12.330000+00:00,1773893712519,2026-03-19T04:15:12.519000+00:00,00dbde3aabb817b78ada2b65df477b19c9385ac0,9339552982195684331943855289129889906516213803809036174854330054930796790517,0xe7b3ecf54b7a97666a89ac0e00f1378c9c2892ee18a575867a4ccce1c429bb14,0,0.01,False,0.41,44.48,0.4,196.39,0.39,196.46,0.38,264.26,0.37,352,0.42,345,0.43,700.27,0.44,938.12,0.45,2372.78,0.46,2629.92,70880.8085723186,1773893712000,2026-03-19T04:15:12+00:00,prev_or_exact
btc-updown-15m-1773893700,"Bitcoin Up or Down - March 19, 12:15AM-12:30AM ET",closed,Down,9339552982195684331943855289129889906516213803809036174854330054930796790517,2026-03-19T04:15:00+00:00,2026-03-19T04:30:00+00:00,1773893712463,2026-03-19T04:15:12.463000+00:00,1773893712520,2026-03-19T04:15:12.520000+00:00,70eb4698603412dd9cbea704c5acd3070bda1f71,9339552982195684331943855289129889906516213803809036174854330054930796790517,0xe7b3ecf54b7a97666a89ac0e00f1378c9c2892ee18a575867a4ccce1c429bb14,0,0.01,False,0.41,51,0.4,184.39,0.39,160.46,0.38,312.26,0.37,146,0.42,956.49,0.43,654.77,0.44,901.06,0.45,2360.78,0.46,2694.92,70880.8085723186,1773893712000,2026-03-19T04:15:12+00:00,prev_or_exact
btc-updown-15m-1773893700,"Bitcoin Up or Down - March 19, 12:15AM-12:30AM ET",closed,Down,9339552982195684331943855289129889906516213803809036174854330054930796790517,2026-03-19T04:15:00+00:00,2026-03-19T04:30:00+00:00,1773893712586,2026-03-19T04:15:12.586000+00:00,1773893712749,2026-03-19T04:15:12.749000+00:00,305192d7e419b8201ed73226e585765b7717cf6a,9339552982195684331943855289129889906516213803809036174854330054930796790517,0xe7b3ecf54b7a97666a89ac0e00f1378c9c2892ee18a575867a4ccce1c429bb14,0,0.01,False,0.41,7,0.4,184.39,0.39,160.46,0.38,312.26,0.37,146,0.42,1050.05,0.43,760.77,0.44,1057.06,0.45,2360.78,0.46,2694.92,70880.8085723186,1773893712000,2026-03-19T04:15:12+00:00,prev_or_exact
btc-updown-15m-1773893700,"Bitcoin Up or Down - March 19, 12:15AM-12:30AM ET",closed,Down,9339552982195684331943855289129889906516213803809036174854330054930796790517,2026-03-19T04:15:00+00:00,2026-03-19T04:30:00+00:00,1773893712624,2026-03-19T04:15:12.624000+00:00,1773893712749,2026-03-19T04:15:12.749000+00:00,f272b07928bc87b3abd6ff5114bc986bf2a571ec,9339552982195684331943855289129889906516213803809036174854330054930796790517,0xe7b3ecf54b7a97666a89ac0e00f1378c9c2892ee18a575867a4ccce1c429bb14,0,0.01,False,0.4,184.39,0.39,160.46,0.38,312.26,0.37,146,0.36,804.02,0.42,1114.96,0.43,760.77,0.44,1057.06,0.45,2360.78,0.46,2694.92,70880.8085723186,1773893712000,2026-03-19T04:15:12+00:00,prev_or_exact
btc-updown-15m-1773893700,"Bitcoin Up or Down - March 19, 12:15AM-12:30AM ET",closed,Down,9339552982195684331943855289129889906516213803809036174854330054930796790517,2026-03-19T04:15:00+00:00,2026-03-19T04:30:00+00:00,1773893712722,2026-03-19T04:15:12.722000+00:00,1773893712872,2026-03-19T04:15:12.872000+00:00,f0219b7f9c8a9e74e03cc726ecc0da6c91b10863,9339552982195684331943855289129889906516213803809036174854330054930796790517,0xe7b3ecf54b7a97666a89ac0e00f1378c9c2892ee18a575867a4ccce1c429bb14,0,0.01,False,0.4,38.39,0.39,160.46,0.38,168.26,0.37,116,0.36,704.02,0.41,1272.61,0.42,966,0.43,763.27,0.44,1057.06,0.45,2345.78,70880.8085723186,1773893712000,2026-03-19T04:15:12+00:00,prev_or_exact
btc-updown-15m-1773893700,"Bitcoin Up or Down - March 19, 12:15AM-12:30AM ET",closed,Down,9339552982195684331943855289129889906516213803809036174854330054930796790517,2026-03-19T04:15:00+00:00,2026-03-19T04:30:00+00:00,1773893712762,2026-03-19T04:15:12.762000+00:00,1773893712873,2026-03-19T04:15:12.873000+00:00,407ce3cc51060b709c22e5b81ed9468728b71a15,9339552982195684331943855289129889906516213803809036174854330054930796790517,0xe7b3ecf54b7a97666a89ac0e00f1378c9c2892ee18a575867a4ccce1c429bb14,0,0.01,False,0.4,13.39,0.39,350.46,0.38,168.26,0.37,106,0.36,724.02,0.41,1400.81,0.42,971,0.43,740.77,0.44,1052.06,0.45,2375.78,70880.8085723186,1773893712000,2026-03-19T04:15:12+00:00,prev_or_exact
btc-updown-15m-1773893700,"Bitcoin Up or Down - March 19, 12:15AM-12:30AM ET",closed,Down,9339552982195684331943855289129889906516213803809036174854330054930796790517,2026-03-19T04:15:00+00:00,2026-03-19T04:30:00+00:00,1773893713010,2026-03-19T04:15:13.010000+00:00,1773893713081,2026-03-19T04:15:13.081000+00:00,b5b7869cb65c5de65a46aac07b7b5014edb4daad,9339552982195684331943855289129889906516213803809036174854330054930796790517,0xe7b3ecf54b7a97666a89ac0e00f1378c9c2892ee18a575867a4ccce1c429bb14,0,0.01,False,0.4,29.3,0.39,167.46,0.38,347.26,0.37,288,0.36,1424.02,0.41,654.26,0.42,960.5,0.43,783.77,0.44,1042.06,0.45,2413.78,70881.33112,1773893713000,2026-03-19T04:15:13+00:00,prev_or_exact
